title,text,label
Congress faces tricky path to avoid government shutdown,"WASHINGTON (Reuters) - The U.S. Congress is struggling through another contentious week as infighting over defense spending, healthcare and other matters complicates the drive to pass a temporary spending bill by midnight on Friday to avert a partial government shutdown. In a week when President Donald Trump and his fellow Republicans in Congress are hoping to celebrate the passage of tax overhaul legislation, many in the party showed little appetite for a government shutdown at week’s end. But they sounded resigned to having to navigate through some drama over a package that includes so many disparate components, which could make for a messy process. “I’m going to vote for whatever I need to, to keep the government open,” Republican Representative Chris Collins told reporters. The last time government agencies had to shut down because Washington could not pay its bills was in October 2013. Leading Republicans in the Senate and House of Representatives expressed optimism that a funding bill, coupled with a large new disaster aid package, would pass by Friday’s deadline. But some were predicting that lawmakers would bump right up against the cutoff. The House could vote as soon as Wednesday on legislation that extends most funding for domestic programs through Jan. 19. Democrats are likely to mainly oppose the bill, arguing that their priorities are being ignored. Conservative Republicans are insisting on higher military funding through the rest of the fiscal year ending on Sept. 30 as part of the House bill. Democrats in the Senate are expected to block that formula if, as expected, it does not also have more money for non-defense programs. The House measure would also include $81 billion in disaster funding to help Puerto Rico, the U.S. Virgin Islands and several U.S. states recover from hurricanes, wildfires and other natural disasters. That price tag has made some Republicans uneasy. Some Republicans are also worried about a Senate strategy to add a bipartisan healthcare proposal to the government funding bill, in keeping with a promise Senate Majority Leader Mitch McConnell made in order to coax Republican Senator Susan Collins to vote for the tax legislation. Conservative House Republicans do not like the bipartisan healthcare proposal because it would fund subsidies for low-income participants in the Obamacare health insurance program, and does not include language that restricts federal funds for abortion. McConnell’s promise to Collins “means squat over here,” said Representative Mark Walker, chairman of the Republican Study Committee, the largest group of conservatives in the House. Some conservatives may vote against the funding bill in protest, he told reporters outside the House. The House bill also would extend the Children’s Health Insurance Program for five years. If Democrats continue to withhold their support for the stopgap spending bill and some Republicans peel off, Congress could find itself struggling to pass a bill as the clock ticks toward midnight on Friday. ",TRUE
Factbox - Big-ticket items at center of Congress funding battle,"(Reuters) - The U.S. Congress is weighing military spending, healthcare and other major decisions tied to a temporary funding bill to keep the government operating beyond Friday, as lawmakers rush to begin a year-end recess. Republicans control the House of Representatives and Senate, but disagreements between the two chambers, along with differences between Republicans and Democrats, make for potentially difficult days ahead. The following are the big initiatives under consideration: Money expires at midnight on Friday for the operation of most federal agencies. That is because Congress has failed to approve the regular appropriations bills for the fiscal year that began on Oct. 1 and Washington has been operating on a series of temporary funding bills. The House is proposing another temporary extension - one that would run through Jan. 19, 2018. It is unclear whether the Senate would stick with that date or seek a slightly later one to give Congress more time to write legislation funding agencies through Sept. 30. President Donald Trump is pushing for a significant increase in defense spending. Conservatives in Congress want to include that money in the stopgap funding bill this week. But Senate Democrats are expected to block it until negotiators can reach a deal on coupling more non-defense spending with a bigger military budget. Congress is likely to include $81 billion to help Puerto Rico, the U.S. Virgin Islands and several states recover from severe hurricanes, wildfires and other natural disasters. The Children’s Health Insurance Program, which helps provide medical care to nearly 9 million children in low-income families, is slated for a five-year renewal by the House. But the Senate might balk at the way it is structured. It was unclear whether it would opt for temporary funding. The Senate might attach a bipartisan measure that maintains healthcare subsidies for low-income people participating in the Affordable Care Act, also known as Obamacare. Many House Republican lawmakers dislike that idea. The National Security Agency’s warrantless internet surveillance program under the Foreign Intelligence Surveillance Act could be renewed, but there are competing versions of such legislation in the House and Senate.  Legislation to protect “Dreamers” from deportation is not expected to be included, despite Democrats’ push to resolve the issue by year’s end. Negotiators are trying to reach a deal on helping the immigrants, many from Mexico and Central America, who were brought to the United States illegally as children. The issue is expected to come back to life in early 2018. ",TRUE
Senate parliamentarian rules against tax bill provisions: Sanders,"WASHINGTON (Reuters) - The U.S. Senate parliamentarian has ruled against three provision of the Republican tax bill, forcing the House of Representatives to hold a second vote on the legislation, Senator Bernie Sanders said on Tuesday. Sanders, an independent on the Senate Budget Committee, said the ruling could mean that provisions related to educational savings accounts for home schooling and private university endowments could be struck from the measure unless 60 members of the Senate vote to uphold them.   ",TRUE
"Senate panel snubs Trump's pick to run EXIM, OKs other nominees","WASHINGTON (Reuters) - The U.S. Senate Banking Committee rejected U.S. President Donald Trump’s nominee to head the U.S. Export-Import Bank on Tuesday  but approved four other board nominees, enough to restore the trade bank’s full lending powers upon their confirmation by the full Senate. The committee voted 13-10 against Scott Garrett as EXIM president in a rebuke to conservatives who saw the former New Jersey Republican congressman as an ally who would keep tight controls on the government export lender.  Garrett helped lead a 2015 effort to shut down EXIM to end a source of “corporate welfare” for giant manufacturers such as Boeing Co and General Electric. After his nomination he pledged to keep the bank “fully open” but struggled to persuade senators that he now believed in the bank’s core mission of providing taxpayer-backed loans and guarantees for U.S. export transactions. “I believe he’s a principled man who simply believes in the abolishment of the bank,” said Senator Mike Rounds of South Dakota, who voted against Garrett along with South Carolina Republican Tim Scott and all Democrats on the panel. The White House’s director of legislative affairs, Marc Short, commented, “We are disappointed that the Senate Banking Committee missed this opportunity to get the Export Import Bank fully functioning again. We will continue to work with the committee on a path forward.”  The committee, however, approved Trump’s nominations for EXIM’s first vice president, Kimberly Reed, and three other board members: former Louisiana congressman Spencer Bachus, Claudia Slacik and Judith DelZoppo Pryor. It also approved Mark Greenblatt as the agency’s inspector general. Confirmation of at least three board members will allow EXIM to resume approval of loans and guarantees above $10 million, returning the United States to export financing for major projects such as commercial aircraft, power turbines and  petrochemical plants for the first time since June 2015.  GE in a statement urged quick confirmation of the remaining EXIM nominees and hailed the committee vote as “a milestone for manufacturers across the U.S. whose customers require a fully-functioning EXIM Bank.” EXIM has a $42 billion backlog of deals in its pipeline awaiting approval, representing about 250,000 U.S. jobs based on Bureau of Labor Statistics multiplier data, said Scott Schloegel, an Obama administration appointee who still serves as the bank’s top officer.     Schloegel said with EXIM’s extended absence from large-scale export finance, many U.S. exporters have been unable to compete with China for some major projects in the power and technology sectors. ",TRUE
House will likely need to vote again on tax bill: Republican leader,"WASHINGTON (Reuters) - The No. 2 Republican in the U.S. House of Representatives said on Tuesday the House would likely need to vote again on tax legislation on Wednesday morning given that Democrats in the Senate were likely to prevail on a procedural objection. House Majority Leader Kevin McCarthy advised House lawmakers that Senate Democrats were likely to object that the legislation fails to comply with the so-called Byrd rule and were likely to be upheld, necessitating a second House vote. “As such, members are further advised that an additional procedural vote on the Motion to Concur is expected tomorrow morning, which will clear the bill for President Trump’s signature,” McCarthy said in a notice to House lawmakers. ",TRUE
"Instant View: House approves biggest tax overhaul in 30 years, Senate next","(Reuters) - The Republican-controlled U.S. House of Representatives approved sweeping, debt-financed tax legislation on Tuesday, sending the bill to the Senate, where lawmakers were due to take up the package later in the evening. Story:		 The biggest overhaul of the U.S. tax system in more than 30 years could be signed into law by President Donald Trump as soon as Wednesday, if both chambers of Congress approve it. The bill passed the House by a vote of 227-203, overcoming united opposition from Democrats and 12 Republicans who voted against it. “The bond market today is reassessing the whole thing now that it looks like it’s going to pass. We’ve had a pretty significant rise in yields - we’re back up close to the highs for the quarter. “Stocks on the other hand have been in front of this for a long time, I think initially because lower taxes means more earnings are retained and then companies can distribute those to shareholders or not. But either way, it’s likely to be beneficial to stock prices.” JACK ABLIN, CHIEF INVESTMENT OFFICER, BMO PRIVATE BANK, CHICAGO “The tax rate we’ve certainly priced in (in stocks), though I certainly expected smallcaps to do a little bit better coming into this vote. What I think is not priced in yet is the economic impact of the incentives. It still remains to be seen what businesses will actually do. Will they buy equipment, invest in technology, hire more workers?” “The assumption right now is financial engineering, buybacks, dividend increases, is where the incentives will go. Redeploying cash, recapitalizing balance sheets, maybe debt repayment.” “I do think there’s a fair amount of skepticism these benefits will ultimately result in expansions. I’m getting a sense investors are pricing in the one-time tax pop, we’ll see if there’s any follow through next year.” On the rise in Treasury yields: “It’s been a monetary policy-led expansion, now we get a fiscal boost and some may be concerned (that) the boost on the fiscal side (may) be offset by monetary tightening.  “The big question (for the dollar) is how other central banks will respond to this (U.S.) fiscal stimulus package. That’s probably what’s weighing on investors’ minds right now - celebrating the tax package but recognizing that what central banks have given us in the last years they could begin to take away.” JIM PAULSEN, CHIEF INVESTMENT STRATEGIST, THE LEUTHOLD GROUP, MINNEAPOLIS “As we look back on this a little bit, I really think it might be buy the rumor sell the news. Wall Street has had long enough to vet this thing. And it has been known for a long time that something was going to pass here, at least for the last 30, 45 days. Whether it was going to be 21 percent rate or 20 percent rate is not that significant. It’s more the general parts of it were pretty much known and vetted and I think implemented into the market... If you look at the relative performance in the market today, it’s fairly clearly more of a shot towards better economic growth or even inflation... I think the biggest move today of anything is bond yields. That’s the big story.” AARON KOHLI, INTEREST RATE STRATEGIST, BMO CAPITAL MARKETS, NEW YORK “They seem to have locked up all the necessary votes... I think the markets are still trying to figure out how much should we expect, will people react right away, what will be the second order effects?  “There are a lot of questions that still haven’t answered. The first one is, assuming it goes into effect Jan. 1, when is the first time people start seeing any changes in their pay checks? And the answer is it could be a couple of months. Even then for most of middle America you aren’t going to see the savings until tax time, which means you may not see it until April 2019. I’m not sure that’s early enough to help midterms and I think that’s really where the markets’ are going to start to focus next. How do we handicap what it does for Republicans in the midterms? Does it help them? Does it do nothing for them? Or it may even hurt them.” BRIAN PEERY, PORTFOLIO MANAGER, HENNESSY FUNDS IN NOVATO, CALIFORNIA “The market is taking kind of a breather, digesting the news. The market is off a little bit, maybe because the bill is not as popular as the GOP hoped it would be in the public opinion. The overall market looks still really strong and healthy.” “Looking at companies in our portfolio, (the tax bill) will be great for domestic small- and mid-cap companies paying a 30, 35 percent effective tax rate. A lot of them do not have the ability to move profits offshore... I’ll wait and see how much, but I can see another 5 percent rise (in the market) in the next few months as the tax bill kicks in.” ALICIA LEVINE, DIRECTOR OF PORTFOLIO STRATEGY AT BNY MELLON INVESTMENT MANAGEMENT, NEW YORK:  “The effects of the tax cuts will be immediately accretive to corporate earnings which will support equity markets. Also, the tax package will be positive for growth in the real economy. “The tax cuts add $10 to baseline S&P earnings for 2018 putting 2018 expected earnings at $156 or a 19 percent growth rate over 2017 earnings... This is supportive of equity markets; sectors to focus on would be small caps, value and financials.”   PAUL NOLTE, PORTFOLIO MANAGER AT KINGSVIEW ASSET MANAGEMENT IN CHICAGO: “It’s pretty much along party lines. The takeaway is more buy the rumor, sell the news. The market has been rallying over the last week or so in anticipation of this vote. We’re (now) going to be looking toward the government funding bill.” “It’s going to take time to see how the general population reacts to it (tax). The expectation is companies are going to bring back a lot of dollars back to the United States and put it into plant and equipment. It very well may go into stock buybacks and dividend increases. There’s no certainty we’re going to get the promised economic gain everybody’s been talking about.” CHUCK CARLSON, CHIEF EXECUTIVE OFFICER, HORIZON INVESTMENT SERVICES, HAMMOND, INDIANA “I think the market had been pretty well expecting this. I don’t think there’s any ... surprise here to the market. The momentum had been pretty strong in the last two weeks in terms of getting this done, and I think the market has pretty well anticipated getting it done.” “You may see some reactions going forward in certain sectors and subcategories. Maybe you see smallcaps pick up a little bit more. Maybe you see the transports, which have lagged large caps, start to do a little bit better. But in the main, the market had already been factoring this in.” “It has a lot of potential ramifications. It’s going to certainly play a role in the midterm elections next year, and people are going to have some time to try to evaluate whether their plight in life is better because of it before they go to the voting booth next year. So from a political standpoint it has impact.” OMAIR SHARIF, SENIOR U.S. ECONOMIST, SOCIETE GENERALE, NEW YORK “This seems like it’s a done deal especially if Corker and Collins end up on board on the Senate side. They will get across the finish line by Christmas after moving the goal post a number of times.  “I think for more than a few days now, this was likely going to pass. This has been baked in the cake with the markets. They have been expecting this for a long time. It’s a few days before Christmas, so trading is quite thin. I wouldn’t read too much into any market reaction. The real telling thing for this is the second half of next year, whether this actually lifts growth above 3 percent on any sustained basis on capital spending and consumer spending. It’s more a political achievement than an economic achievement.” Stocks trimmed losses slightly, but then dipped back. The S&P 500 Index was last down 0.3 percent. Treasury yields hovered near session highs and the dollar held its gains against the yen.",TRUE
Senate begins debate on final Republican tax bill,"WASHINGTON (Reuters) - The Republican-led U.S. Senate voted on Tuesday to begin debate on sweeping tax legislation, setting the stage for lawmakers to hold their final vote on the tax cut package later in the evening. The Senate voted 51-48 to debate the legislation about an hour after the House of Representatives approved what is widely expected to become the first overhaul of the U.S. tax code in more than 30 years. The debate period is due to last 10 hours officially but could be shortened to as little as five hours by parliamentary procedure. ",TRUE
Bill could make Congress members liable for harassment payouts,"WASHINGTON (Reuters) - Lawmakers of both parties are working on legislation that would make members of Congress liable for settlements of sexual harassment claims against them, as new data shows public funds have been used to settle nearly a dozen cases of misconduct over the last decade. From 2008 through 2012, the employment office for Congress paid more than $166,000 in public money to settle eight claims against lawmakers alleging sexual harassment or discrimination, according to data it provided on Tuesday to Representative Gregg Harper, the Republican chairman of the House Administration Committee who is drafting a bill to overhaul how Congress handles sexual harassment. The Office of Compliance previously said it has resolved three other cases since 2013. Provisions in settlement agreements and other legal limits block the office from disclosing details of the payouts it has made on behalf of lawmakers, including identities of those involved, an issue that has come to light as allegations of misconduct swirl around Capitol Hill.  A growing wave of women reporting abuse or misconduct has brought down powerful men recently, from movie producer Harvey Weinstein to popular television personality Matt Lauer, as well as one of the longest-serving Democrats in Congress, former Representative John Conyers.  Harper said on Tuesday he hopes to file a bipartisan bill by Wednesday evening overhauling how Congress handles sexual harassment that would include making lawmakers personally liable for settlements. “They should have to reimburse” the government for payouts, he told reporters. “There’s no doubt that members have made it clear that taxpayer dollars should not be used for the purposes of settling a sexual harassment claim.” Harper expects swift action, with the House voting on the bill next month. Democratic Representative Jackie Speier, who has proposed similar legislation and has been working with Harper and other Republicans, said she was “thrilled” about the bill.  Bipartisan legislation on sexual harassment was introduced in the Senate last week. In a letter to Harper the compliance office’s executive director said it had paid $354,465.85 to settle 16 total claims of employment discrimination, retaliation and harassment from fiscal 2008 through fiscal 2012. According to the letter, eight claims included sexual  harassment or discrimination, and often involved other violations such as breaking federal wage rules. Two claims were simply categorized as “retaliation” while the rest were focused on racial, age or disability discrimination. The largest amount paid over those years was $85,000, labeled as “sexual harassment and harassment because of retaliation.”  The office does not have investigatory authority and cannot probe allegations, said Executive Director Susan Tsui Grundmann in the letter.  Settlements typically have nondisclosure provisions, she said, adding the office has not found an admission of liability in any of the settlement documents. ",TRUE
Green groups sue Trump administration over delay of methane rule,"WASHINGTON (Reuters) - A coalition of nearly 20 environmental and Native American tribal groups sued the Trump administration on Tuesday, challenging its delay of a rule limiting emissions of the powerful greenhouse gas methane from oil and gas drilling operations on federal lands. Earlier this month, the Bureau of Land Management, part of the Department of the Interior, suspended implementation of the rule for a year, until Jan. 17, 2019, saying it wanted to avoid compliance costs for energy companies as it revises the regulation. The delay “is yet another action taken by the Trump administration to benefit the oil and gas industry at the expense of the American public, particularly the millions of Westerners” who use public lands for ranching, hunting, hiking and other purposes, Darin Schroeder, a lawyer with the Clean Air Task Force, said in a statement. His organization represented the National Wildlife Federation, one of the groups that filed the lawsuit against Interior Secretary Ryan Zinke and his department. Energy companies say the rule, finalized at the end of the Obama administration in 2016, could cost them tens of thousands of dollars per well.  The Trump administration is expected to announce a new draft rule in coming weeks, in line with its policy of maximizing output of oil, gas and coal and dismantling regulations it says prevent job growth.  The rule targets accidental leaks and intentional venting of methane from drilling operations on public lands, where about 9 percent of the country’s natural gas and 5 percent of its oil were produced last fiscal year. Some of its 2017 provisions have already been phased in, but the majority of them have yet to go into effect. The lawsuit, also filed by the Sierra Club, the Environmental Defense Council, and the Diné Citizens Against Ruining Our Environment, a Navajo group, seeks to stop the delay and force the Interior Department to implement the rule in January. It was filed in the U.S. District Court for the Northern District of California in San Francisco.  The Interior Department did not immediately respond to a request for comment on the lawsuit. ",TRUE
House Democratic leaders urging 'no' vote on spending bill: CNN reporter,"WASHINGTON (Reuters) - Steny Hoyer, the No. 2 Democrat in the U.S. House of Representatives, said on Tuesday that House Democratic leaders are asking their rank-and-file members to vote against a stopgap government funding bill, according to a CNN reporter on Twitter. A House Republican aide said earlier on Tuesday that the spending bill would fund the government until Jan. 19, and include funding for disaster aid and a five-year extension of the Children’s Health Insurance Program. ",TRUE
"Pence to preside over Senate tax bill vote, his office confirms","WASHINGTON (Reuters) - U.S. Vice President Mike Pence will preside over the Senate’s vote on sweeping tax legislation, his office confirmed on Tuesday. “The @VP will preside over the historic vote,” Alyssa Farah, a spokeswoman for Pence, said on Twitter. Republicans may need Pence’s vote in favor of the legislation to break a tie. ",TRUE
Senate to vote on final tax bill Tuesday evening: McConnell,"WASHINGTON (Reuters) - The U.S. Senate will vote on final tax legislation on Tuesday evening, Senate Republican leader Mitch McConnell said, potentially allowing President Donald Trump to sign the bill into law as early as Wednesday. “Congress is standing at the doorstep of a historic opportunity,” McConnell said on the floor of the Senate as he announced the vote’s timing. The House of Representatives is scheduled to vote on the same legislation at 1:30 p.m. EST (1830 GMT). If both chambers of Congress pass the bill, Trump will be able to meet his goal of signing it into law before Christmas. ",TRUE
Republicans appear all but certain to pass tax legislation,"WASHINGTON (Reuters) - The Republican-controlled U.S. Congress appeared all but certain to pass sweeping tax legislation this week after two Senate Republican holdouts agreed on Monday to support a tax overhaul backed by President Donald Trump.   As the Republicans’ self-imposed Friday voting deadline loomed, Senators Susan Collins and Mike Lee each said they had decided to back the legislation hammered out last week among Republicans from the Senate and House of Representatives.  “The first major overhaul of our tax code since 1986, this legislation will provide tax relief to working families, encourage the creation of jobs right here in America and spur economic growth that will benefit all Americans,” Collins said on the floor of the Senate while announcing her support. The Maine Republican had been undecided on the legislation.  Lee had been similarly undecided until the Utah Republican tweeted earlier in the day that he would “proudly” vote for the bill.   The House of Representatives, which is also expected to adopt the bill, was due to vote first at around 1:30 p.m. (1830 GMT) on Tuesday, Republican aides said. The Senate vote is expected to follow either later on Tuesday or on Wednesday. “We will get it on the president’s desk for him to sign into law before Christmas, as we pledged,” predicted No. 2 Senate Republican John Cornyn, who said the Senate would begin 10 hours of debate after receiving the House-approved measure. White House officials said on Monday that Vice President Mike Pence, who would cast the tiebreaking vote in the Senate if necessary, was delaying his trip to Egypt and Israel this week to be in Washington for the vote on the tax plan. “The tax vote is still in very good shape, but we don’t want to take any chances,” a White House official said. The package of tax cuts for businesses and individuals, if enacted, would overhaul the U.S. tax code for the first time in more than 30 years and give Republicans their first major legislative victory of Trump’s presidency. Republicans, who believe they must act to preserve their House and Senate majorities in next year’s congressional elections, insist the tax cuts will drive U.S. economic growth higher and create jobs. Democrats, who oppose it, describe the legislation as a giveaway to corporations and wealthy Americans that will add $1.5 trillion to the federal deficit over the next decade while raising taxes on some middle-class taxpayers.   Lawmakers in the House, where Republicans hold a 239-193 seat majority, are expected to approve the legislation largely along party lines. A smattering of “no” votes is likely from Republican fiscal hawks and lawmakers from New York, New Jersey and California who oppose a provision that would scale back a popular deduction for state and local taxes.   Both the House and Senate must approve the measure before Trump can sign it into law. The 100-seat Senate, where Republicans have only a 52-48 majority, proved to be the graveyard for last summer’s Republican drive to overturn former Democratic President Barack Obama’s healthcare law, when three Republicans opposed the measure. The tax overhaul has also faced challenges. But the specter of failure appeared to lift on Monday, as Congress closed in on final votes. Senate Republicans can afford to lose no more than two votes if they intend to pass tax legislation, and they are already down one vote. Senator John McCain, who is undergoing treatment for brain cancer, will not be available to support the bill because he is spending time with family in Arizona.   With support from Collins and Lee, only Senator Jeff Flake of Arizona remained undecided. A fifth Republican, Senator Thad Cochran of Mississippi, has missed votes for health reasons this year but was expected to be on hand to support the tax bill. Republican Senator Bob Corker, a fiscal hawk, voted against the initial Senate bill but has said he will support final legislation. ",TRUE
Court orders Trump administration to give immigrant teens abortion access,"WASHINGTON (Reuters) - A U.S. District Court judge ruled on Monday that President Donald Trump’s administration must allow access to abortion for two pregnant teenagers who are in the country illegally, escalating a high-profile legal fight. Judge Tanya Chutkan put her order on hold, however, to give the U.S. Justice Department time to appeal her ruling.  The Justice Department filed its notice of appeal shortly afterward to the U.S. Court of Appeals for the District of Columbia Circuit. The judge’s temporary restraining order marked the latest chapter in a legal dispute with the Trump administration over whether minors who are illegal immigrants have the right to seek an abortion during their detention. The issue was ignited by a 17-year-old who petitioned the court in October to have an abortion, and ultimately had the procedure over the Trump administration’s objections.  In that instance, the U.S. Court of Appeals for the District of Columbia Circuit ruled on Oct. 24 that the teen could have an abortion immediately, rejecting the administration’s opposition. The two 17-year-olds in the latest legal action, known to the court as Jane Roe and Jane Poe, requested abortions, but the U.S. Office of Refugee Resettlement has refused to allow them access to the procedure. In her ruling, Chutkan wrote that the girls’  “constitutional right to decide whether to carry their pregnancies to term” needed to be preserved.  She also noted they were likely to succeed on the legal merits of their case, based on the prior ruling in the higher court. “We are deeply disappointed in the decision to grant a temporary restraining order that will compel HHS to facilitate abortions for minors when they are not medically necessary,” a spokesman for the U.S. Department of Health and Human Services said in a statement. “A pregnant minor who has entered the country illegally has the option to voluntarily depart to her home country or identify a suitable sponsor. HHS-funded facilities that provide temporary shelter and care for unaccompanied alien minors should not become way stations for these children to get taxpayer-facilitated abortions.”  ",TRUE
House plan would increase Trump's disaster aid request,"WASHINGTON (Reuters) - Republicans in the U.S. House of Representatives unveiled on Monday an $81 billion aid package to deal with hurricanes and wildfires, far above President Donald Trump’s $44 billion request. The legislation would help Puerto Rico and several states recover from devastating hurricanes and California and other Western states cope with wildfires. It was unclear whether the latest natural-disaster aid plan would be rushed through the Republican-controlled Congress this week, before the start of a Christmas recess, or await congressional votes early next year. The bill, introduced by House Appropriations Committee Chairman Rodney Frelinghuysen, includes $27.6 billion for the Federal Emergency Management Agency and $26.1 billion for community development block grants.  “We have a commitment to our fellow citizens that are in the midst of major rebuilding efforts in all areas, including Texas, Florida, California, Louisiana, Puerto Rico, and the U.S. Virgin Islands,” Frelinghuysen, a New Jersey Republican, said in a statement.     Earlier this year, Congress approved two disaster aid packages totaling about $52 billion. Trump’s $44 billion request submitted in mid-November was widely criticized by lawmakers as being insufficient. About a third of Puerto Rico’s residents are still without power and hundreds remain in shelters three months after Hurricane Maria devastated the island. In California, wildfires have burned more than 1 million acres (400,000 hectares) and destroyed thousands of homes. ",TRUE
House panel chair introduces $81 billion disaster aid bill,"WASHINGTON (Reuters) - The chairman of the U.S. House of Representatives Appropriations Committee introduced a bill on Monday to provide $81 billion in emergency aid for recent hurricanes and wildfires. The legislation includes $27.6 billion for the Federal Emergency Management Agency and $26.1 billion for community development block grants, Representative Rodney Frelinghuysen said in a statement. President Donald Trump had requested $44 billion last month, which was widely criticized by lawmakers as being insufficient. ",TRUE
Trump nominates Liberty University professor to Justice Department post,"WASHINGTON (Reuters) - U.S. President Donald Trump on Monday said he plans to nominate Liberty University School of Law professor Caren Harp to oversee the Justice Department’s Office of Juvenile Justice and Delinquency Prevention. If ultimately confirmed by the U.S. Senate, Harp would oversee the Justice Department office that trains and works with state and local communities to develop effective juvenile justice programs and prevent delinquency. Harp previously was director of the National Juvenile Justice Prosecution Center at the American Prosecutors Research Institute.  According to Harp’s LinkedIn page, she is in her sixth year as a professor at Liberty, which is located in Lynchburg, Virginia. The law school’s website says its program is “taught from a Christian worldview” and says it offers a “uniquely tailored legal program taught with sound biblical principles.” Harp, who holds a law degree from the University of Arkansas-Fayetteville, has also worked as both a prosecutor and a public defender, including as chief of the Sex Crimes Prosecution Unit in New York City, Family Court Division, and as a trial attorney for the Arkansas Public Defender Commission.  In an article published in May, Harp raises questions about the role of adolescent neuroscience in the courtroom and writes that the best way to tackle juvenile justice is by teaching youth to accept responsibility and involve them in community-based diversion programs to prevent them from re-offending.      “Misplaced reliance on nascent neuroscience and neuroimaging evidence to remove from youth and young adults the consequences of their criminal behavior invites pushback from those who favor a retributive system, and it may create some unintended and unwanted consequences for youth and young adults,” she writes. It is unclear when the Senate may consider Harp’s nomination. There are a handful of key nominees who have been waiting months now for their confirmation votes. Nominees to head the Criminal, Civil and National Security divisions, for instance, are still pending. ",TRUE
"Trump on Twitter (Dec 18) - Congressional Races, train accident, tax cuts","The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted  “I” would win. Republicans will do well in 2018, very well! @foxandfriends [0623 EST] - Ivanka Trump will be interviewed on @foxandfriends. [0642 EST] - The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long! [1341 EST] - My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House. [1351 EST] - Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... bit.ly/2Bail99 [1435 EST] - Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! bit.ly/2BajKwn [1519 EST] - When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN! bit.ly/2Ba2kQr [1528 EST] - As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! bit.ly/2BbAjI6 [1540 EST] - 70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow! [1725 EST] - With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: bit.ly/2BdrOfJ [1849 EST] - Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world.... bit.ly/2Bdsjq7 [1954 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",TRUE
Trump Cabinet officials to visit Puerto Rico to assess recovery,"WASHINGTON (Reuters) - Two members of President Donald Trump’s Cabinet are set to visit Puerto Rico on Tuesday to assess the U.S. territory’s rebuilding in the three months since Hurricane Maria devastated homes, businesses and the power grid. Homeland Security Secretary Kirstjen Nielsen and Housing and Urban Development Secretary Ben Carson will travel to Puerto Rico, where about a third of the island’s 3.4 million residents are still without power, hundreds remain in shelters, and thousands have fled to the U.S. mainland. The visit comes as Republicans in the U.S. House of Representatives on Monday were planning to unveil a disaster aid package totaling $81 billion, according to a senior congressional aide. Some of that aid would go to Puerto Rico, but also to states like Texas and Florida that were hit by other hurricanes and to California, which is grappling with wild fires. Even before Maria savaged Puerto Rico, the island was contending with $72 billion in debt. Puerto Rican Governor Ricardo Rossello has asked the federal government for a total of $94.4 billion in aid, including $31.1 billion for housing and $17.8 billion to rebuild its ruined power grid. The Federal Emergency Management Agency (FEMA) has so far approved more than $660 million in aid for individuals in Puerto Rico as well as more than $450 million in public assistance. Nielsen and Carson will receive detailed briefings on rebuilding efforts and see how federal aid is helping residents to recover, a DHS official said. Nielsen, who oversees FEMA, and Rossello are slated to hold a news conference. The visit comes as Congress prepares to vote on a tax overhaul bill that Puerto Rican officials have said they fear will hurt the commonwealth’s pharmaceutical manufacturing sector - the cornerstone of the island’s economy - at a time when Puerto Rico can least afford to lose jobs and tax revenue. Puerto Rico’s government has said 64 people died because of the hurricane, but after multiple media estimates of dramatically higher figures, Rossello on Monday ordered an official review of the death toll. ",TRUE
